h3_index,elevation,slope,aspect,roughness,wind_10m_avg,wind_10m_std,landcover,population_density
882a810251fffff,585,16.01625,250.2231,11.335517670121495,1.1394113698811847,0.43615697017587673,41,3.6025925
8829aad6ebfffff,2969,48.841316,237.47095,36.119647072246494,0.7490634187383134,0.26267861457162167,52,0.0
882669b8e7fffff,318,17.669594,44.649017,16.90557355803464,0.6925071793796417,0.3625799539812061,41,87.80759
8828ad8927fffff,1519,1.567918,306.2561,1.2878181684551087,1.1035010971886612,0.5690075351129483,95,0.015264073
88267089d7fffff,224,2.2250042,326.43707,1.3613942922580742,1.0023737554354992,0.5149671433292977,82,1.1467992
8827aa7501fffff,721,6.1806254,206.24771,6.85094472063331,1.3057156957653508,0.7661461616683397,71,0.0
8828f56d41fffff,424,23.376211,306.81305,12.483158166809293,0.9110395135792186,0.3846960616168098,42,0.4375576
884889c901fffff,911,22.021688,248.88736,17.042123865270923,2.778222686515573,1.3893415277273344,52,0.0
8826638aa3fffff,201,0.0,-0.0,1.0257005610706258,1.0811235205990504,0.6061112658172092,82,1.021378
8848d235d1fffff,1260,2.1640303,31.042961,1.2842557324387491,2.4068637628366436,0.7425768705560022,52,0.36597356
88276b0709fffff,185,2.7336648,70.18237,1.212183053462653,1.5914794633668796,0.9486574004240919,82,3.2583277
88288256a3fffff,2110,19.556454,123.15058,17.632865644982655,0.7857673379429889,0.2523630312943359,52,0.0071965633
8826082581fffff,347,4.9516363,259.23138,3.219577762107972,1.0896006661192208,0.5471994610064183,41,0.09738778
882612759dfffff,1251,5.2631526,28.521555,4.788139588216289,1.554735151001917,0.7402835589896902,71,0.015934132
88266a392dfffff,120,1.1699203,270.0,2.4552640454122505,0.7402635719906948,0.3902767802096452,90,15.015636
88260a4c15fffff,453,4.43069,213.31502,3.928982220767877,1.200818389546732,0.6138330771723357,71,0.0
8826c15029fffff,458,5.959079,108.069084,1.8527645181837742,1.304554189452717,0.8214045336295686,71,2.8856452
88266062b3fffff,218,1.8543341,-0.0,1.0837484120276408,1.1002400876939662,0.6153999444848962,82,12.427293
88262b6a29fffff,314,2.6608124,290.38483,1.9997917425927965,1.0868922795887956,0.5500589029091728,82,1.6970508
88264bd5d3fffff,155,5.9865246,157.84901,4.166865190328078,0.5565734267798219,0.29082874891017396,41,15.156983
8848860739fffff,256,0.92740995,180.0,0.997706658087606,3.155063302848073,1.3903928607188,52,0.0
88274c0737fffff,256,5.115874,270.0,4.562491263620375,0.928219117573323,0.4420437592113293,90,18.805677
8826608d0dfffff,208,2.2215016,33.426395,0.8034701912266605,1.1891218581212146,0.666708558400151,82,3.2725017
8826a88db5fffff,1310,0.0,-0.0,0.9624347854499313,1.5240337998148579,0.822643962627756,82,0.79919976
8848c1352dfffff,1984,21.391647,237.5059,18.405855323893036,0.7300832937704224,0.34603498323934273,52,0.0
88288d3a0dfffff,744,4.097124,103.061104,1.7184109742914822,2.2551746900070535,0.6382902859561563,71,0.12065659
8826c330ebfffff,355,2.7802885,180.0,1.230935416323555,1.474943140544754,0.9318085914594304,71,3.3501146
8826eccb4dfffff,303,1.4912828,51.55221,1.0952169685707944,0.9109722742494067,0.5191187024644344,82,0.1061121
8826865965fffff,2547,0.92740995,-0.0,1.4617146597353876,1.558523175006901,0.46228563855975474,52,0.0
8826cac52bfffff,344,2.1599822,329.13608,3.003399434518377,1.398455571082122,0.7928510760551613,41,1.1816858
88281a6325fffff,1131,27.455957,344.97235,44.54230191318223,0.646224407325461,0.28352278808162756,42,0.0
88266604d3fffff,201,0.0,-0.0,0.7824607964359516,1.1125246047506383,0.6145586554320903,82,5.03049
882685d967fffff,3130,9.511037,345.06076,9.152008903652892,2.0167583196402186,0.6918247901517235,41,0.0
